Timestamp,Open,High,Low,Close
2020-08-05 12:00:00,398.2,399.73,396.33,397.22
2020-08-05 12:15:00,397.22,397.22,395.83,396.16
2020-08-05 12:30:00,396.16,398.77,395.96,398.2
2020-08-05 12:45:00,398.2,401.55,397.59,399.92
2020-08-05 13:00:00,399.86,402.38,398.0,398.69
2020-08-05 13:15:00,398.69,400.59,398.69,400.4
2020-08-05 13:30:00,400.4,400.43,398.36,398.76
2020-08-05 13:45:00,398.76,399.99,398.3,399.99
2020-08-05 14:00:00,399.99,400.33,396.07,397.21
2020-08-05 14:15:00,397.21,398.44,390.74,395.78
2020-08-05 14:30:00,395.78,397.72,393.37,394.5
2020-08-05 14:45:00,394.5,395.8,394.43,395.21
2020-08-05 15:00:00,395.21,396.7,393.57,395.68
2020-08-05 15:15:00,395.68,397.44,395.67,396.88
2020-08-05 15:30:00,396.88,398.0,395.79,397.71
2020-08-05 15:45:00,397.71,397.74,395.75,396.08
2020-08-05 16:00:00,396.08,398.99,394.51,398.25
2020-08-05 16:15:00,398.25,402.92,398.25,399.89
2020-08-05 16:30:00,399.89,399.99,396.51,397.87
2020-08-05 16:45:00,397.87,398.73,396.82,396.98
2020-08-05 17:00:00,396.98,398.78,396.67,397.86
2020-08-05 17:15:00,397.86,397.88,395.3,396.29
2020-08-05 17:30:00,396.29,397.76,396.29,397.71
2020-08-05 17:45:00,397.71,398.44,396.85,398.08
2020-08-05 18:00:00,398.1,398.48,397.41,398.13
2020-08-05 18:15:00,398.18,399.2,397.58,399.19
2020-08-05 18:30:00,399.19,399.61,397.61,397.87
2020-08-05 18:45:00,397.87,398.24,397.09,398.12
2020-08-05 19:00:00,398.12,400.65,398.12,399.43
2020-08-05 19:15:00,399.43,400.79,398.91,400.78
2020-08-05 19:30:00,400.78,401.31,399.92,400.26
2020-08-05 19:45:00,400.26,400.44,399.02,399.42
2020-08-05 20:00:00,399.42,400.42,398.6,399.91
2020-08-05 20:15:00,399.91,402.13,399.89,400.94
2020-08-05 20:30:00,400.95,400.95,399.79,400.43
2020-08-05 20:45:00,400.43,400.99,400.01,400.91
2020-08-05 21:00:00,400.91,402.25,400.11,401.56
2020-08-05 21:15:00,401.56,406.42,401.36,406.34
2020-08-05 21:30:00,406.34,408.13,404.36,405.01
2020-08-05 21:45:00,405.01,406.46,404.52,406.35
2020-08-05 22:00:00,406.35,406.49,386.79,398.74
2020-08-05 22:15:00,398.74,400.05,397.09,397.96
2020-08-05 22:30:00,397.96,399.73,397.5,398.99
2020-08-05 22:45:00,398.99,399.55,396.23,397.44
2020-08-05 23:00:00,397.44,399.89,397.27,399.8
2020-08-05 23:15:00,399.8,400.47,399.6,400.24
2020-08-05 23:30:00,400.24,402.01,399.47,401.54
2020-08-05 23:45:00,401.54,402.91,400.85,401.37
2020-08-06 00:00:00,401.37,404.77,400.39,402.58
2020-08-06 00:15:00,402.58,403.23,399.32,400.28
2020-08-06 00:30:00,400.28,401.25,398.73,401.06
2020-08-06 00:45:00,401.06,401.66,399.89,400.1
2020-08-06 01:00:00,400.1,400.13,398.19,398.83
2020-08-06 01:15:00,398.83,399.99,398.36,399.63
2020-08-06 01:30:00,399.63,399.64,397.04,397.56
2020-08-06 01:45:00,397.56,398.68,397.12,398.16
2020-08-06 02:00:00,398.16,398.16,396.46,396.47
2020-08-06 02:15:00,396.47,397.84,395.15,397.34
2020-08-06 02:30:00,397.34,397.72,396.55,397.54
2020-08-06 02:45:00,397.54,398.42,397.26,398.3
2020-08-06 03:00:00,398.3,398.36,396.38,396.56
2020-08-06 03:15:00,396.56,397.21,395.72,396.36
2020-08-06 03:30:00,396.35,397.09,395.32,396.22
2020-08-06 03:45:00,396.22,397.13,395.83,395.93
2020-08-06 04:00:00,395.93,396.08,392.88,395.76
2020-08-06 04:15:00,395.76,395.98,394.8,395.53
2020-08-06 04:30:00,395.53,395.53,393.3,393.85
2020-08-06 04:45:00,393.85,395.07,393.01,394.61
2020-08-06 05:00:00,394.61,396.38,394.08,396.22
2020-08-06 05:15:00,396.17,396.22,394.88,395.01
2020-08-06 05:30:00,395.01,395.01,393.26,393.5
2020-08-06 05:45:00,393.5,395.43,393.3,395.22
2020-08-06 06:00:00,395.22,396.67,394.78,396.41
2020-08-06 06:15:00,396.41,397.0,395.88,396.49
2020-08-06 06:30:00,396.49,397.36,396.26,396.28
2020-08-06 06:45:00,396.28,397.66,396.07,397.24
2020-08-06 07:00:00,397.24,397.42,396.22,396.68
2020-08-06 07:15:00,396.69,397.63,396.66,396.85
2020-08-06 07:30:00,396.86,397.52,395.46,395.7
2020-08-06 07:45:00,395.7,396.49,394.95,395.49
2020-08-06 08:00:00,395.49,397.54,394.91,397.41
2020-08-06 08:15:00,397.41,398.04,397.03,397.44
2020-08-06 08:30:00,397.44,397.6,396.51,396.84
2020-08-06 08:45:00,396.84,398.17,396.46,397.87
2020-08-06 09:00:00,397.87,398.47,397.06,398.36
2020-08-06 09:15:00,398.36,398.37,397.19,397.45
2020-08-06 09:30:00,397.45,397.95,396.77,396.77
2020-08-06 09:45:00,396.77,397.96,396.45,397.01
2020-08-06 10:00:00,397.01,397.11,395.94,396.06
2020-08-06 10:15:00,396.06,396.4,395.84,396.37
2020-08-06 10:30:00,396.37,396.37,393.43,395.24
2020-08-06 10:45:00,395.24,395.59,393.89,394.21
2020-08-06 11:00:00,394.21,395.59,393.57,394.59
2020-08-06 11:15:00,394.59,395.58,394.08,395.58
2020-08-06 11:30:00,395.58,396.44,395.51,395.75
2020-08-06 11:45:00,395.75,396.12,395.01,395.1
2020-08-06 12:00:00,395.12,396.8,394.91,396.21
2020-08-06 12:15:00,396.21,397.14,396.09,397.13
2020-08-06 12:30:00,397.13,397.71,396.08,397.38
2020-08-06 12:45:00,397.38,397.58,396.73,397.32
2020-08-06 13:00:00,397.32,397.32,396.26,396.39
2020-08-06 13:15:00,396.39,398.12,396.22,398.01
2020-08-06 13:30:00,398.01,400.2,397.77,400.18
2020-08-06 13:45:00,400.18,400.39,398.87,399.96
2020-08-06 14:00:00,399.96,400.21,396.06,397.49
2020-08-06 14:15:00,397.49,398.49,397.3,398.22
2020-08-06 14:30:00,398.22,398.66,397.55,397.65
2020-08-06 14:45:00,397.65,397.84,394.68,397.05
2020-08-06 15:00:00,397.05,401.59,397.05,400.15
2020-08-06 15:15:00,400.15,401.11,398.5,398.78
2020-08-06 15:30:00,398.78,400.67,398.68,398.68
2020-08-06 15:45:00,398.68,400.16,398.5,400.01
2020-08-06 16:00:00,400.01,400.94,399.37,400.24
2020-08-06 16:15:00,400.24,400.24,398.65,399.48
2020-08-06 16:30:00,399.48,399.66,397.08,397.69
2020-08-06 16:45:00,397.63,399.47,397.59,398.99
2020-08-06 17:00:00,398.99,399.51,397.83,397.86
2020-08-06 17:15:00,397.86,398.01,396.47,397.72
2020-08-06 17:30:00,397.72,397.73,395.97,396.4
2020-08-06 17:45:00,396.4,397.51,395.53,397.46
2020-08-06 18:00:00,397.46,397.65,396.57,396.83
2020-08-06 18:15:00,396.83,397.79,395.91,396.5
2020-08-06 18:30:00,396.5,397.49,395.87,397.04
2020-08-06 18:45:00,397.04,397.48,394.48,397.35
2020-08-06 19:00:00,397.35,398.9,396.81,397.99
2020-08-06 19:15:00,397.99,398.47,397.3,397.53
2020-08-06 19:30:00,397.53,398.1,396.7,396.99
2020-08-06 19:45:00,396.99,397.52,396.7,397.34
2020-08-06 20:00:00,397.34,398.73,397.21,397.56
2020-08-06 20:15:00,397.56,398.33,397.19,397.71
2020-08-06 20:30:00,397.71,397.83,395.6,396.77
2020-08-06 20:45:00,396.77,397.7,396.43,397.01
2020-08-06 21:00:00,397.01,398.13,397.01,397.51
2020-08-06 21:15:00,397.51,397.51,396.35,396.35
2020-08-06 21:30:00,396.35,396.54,395.1,395.21
