Timestamp,Open,High,Low,Close
2021-05-25 00:00:00,38854.0,39164.0,38545.0,38979.0
2021-05-25 00:15:00,38979.0,39564.0,38908.0,39512.0
2021-05-25 00:30:00,39512.0,39865.0,39326.0,39704.0
2021-05-25 00:45:00,39704.0,39728.0,39424.0,39460.0
2021-05-25 01:00:00,39460.0,39617.0,39218.0,39296.0
2021-05-25 01:15:00,39296.0,39485.0,39027.0,39063.0
2021-05-25 01:30:00,39063.0,39161.0,38721.0,38739.0
2021-05-25 01:45:00,38739.0,38995.0,38733.0,38859.0
2021-05-25 02:00:00,38859.0,38985.0,38268.0,38340.0
2021-05-25 02:15:00,38340.0,38544.0,38220.0,38352.0
2021-05-25 02:30:00,38352.0,38659.0,38348.0,38545.0
2021-05-25 02:45:00,38541.0,38556.0,38052.0,38135.0
2021-05-25 03:00:00,38137.0,38202.0,37865.0,38174.0
2021-05-25 03:15:00,38174.0,38380.0,38046.0,38295.0
2021-05-25 03:30:00,38295.0,38472.0,38130.0,38369.0
2021-05-25 03:45:00,38369.0,38418.0,38149.0,38365.0
2021-05-25 04:00:00,38360.0,38551.0,38190.0,38291.0
2021-05-25 04:15:00,38291.0,38377.0,37681.0,37965.0
2021-05-25 04:30:00,37964.0,38516.0,37895.0,38404.0
2021-05-25 04:45:00,38404.0,38769.0,38316.0,38423.0
2021-05-25 05:00:00,38423.0,38495.0,38043.0,38129.0
2021-05-25 05:15:00,38135.0,38455.0,38120.0,38271.0
2021-05-25 05:30:00,38271.0,38304.0,37912.0,38287.0
2021-05-25 05:45:00,38287.0,38472.0,38112.0,38405.0
2021-05-25 06:00:00,38405.0,38667.0,38171.0,38381.0
2021-05-25 06:15:00,38381.0,38622.0,38370.0,38475.0
2021-05-25 06:30:00,38475.0,38843.0,38450.0,38763.0
2021-05-25 06:45:00,38763.0,39250.0,38642.0,38928.0
2021-05-25 07:00:00,38928.0,39160.0,38833.0,39113.0
2021-05-25 07:15:00,39113.0,39220.0,38898.0,38982.0
2021-05-25 07:30:00,38982.0,38986.0,38674.0,38754.0
2021-05-25 07:45:00,38754.0,39095.0,38743.0,39032.0
2021-05-25 08:00:00,39032.0,39167.0,38550.0,38756.0
2021-05-25 08:15:00,38756.0,38777.0,38413.0,38558.0
2021-05-25 08:30:00,38558.0,38628.0,38166.0,38224.0
2021-05-25 08:45:00,38224.0,38346.0,38077.0,38188.0
2021-05-25 09:00:00,38188.0,38292.0,38100.0,38169.0
2021-05-25 09:15:00,38169.0,38315.0,37911.0,38028.0
2021-05-25 09:30:00,38028.0,38184.0,37800.0,38079.0
2021-05-25 09:45:00,38079.0,38125.0,37906.0,37989.0
2021-05-25 10:00:00,37989.0,37989.0,37300.0,37329.0
2021-05-25 10:15:00,37329.0,37605.0,37176.0,37292.0
2021-05-25 10:30:00,37292.0,37446.0,36766.0,36982.0
2021-05-25 10:45:00,36982.0,37350.0,36979.0,37176.0
2021-05-25 11:00:00,37176.0,37534.0,36994.0,37119.0
